customer_id,region,acquisition_channel,churn_probability,risk_category,expected_clv_12m,clv_category,segment_name,revenue_at_risk
C104228,Central,Referral,0.375096,Medium,37224.46,Medium,Low-Engagement / Dormant,13962.74604816
C104229,South,Paid Ads,0.27449906,Low,92778.1,High,Low-Engagement / Dormant,25467.501238586003
C104230,East,Social Media,0.004106728,Low,338890.74,Very High,High-Value Loyalists,1391.73209089872
C104231,Central,Paid Ads,0.2567218,Low,124707.25,High,Mid-Value Occasional Shoppers,32015.06969305
C104233,West,Paid Ads,0.90185183,High,3692.36,Low,Mid-Value Occasional Shoppers,3329.9616230188003
C104234,East,Paid Ads,0.39415106,Medium,59171.55,High,Low-Engagement / Dormant,23322.529154343
C104235,East,Organic Search,0.80909485,High,4601.22,Low,Low-Engagement / Dormant,3722.823405717
C104236,Central,Referral,0.82532775,High,5841.78,Low,Mid-Value Occasional Shoppers,4821.383143395
C104237,North,Social Media,0.6000435,High,16336.36,Medium,Mid-Value Occasional Shoppers,9802.52663166
C104238,Central,Organic Search,0.0014130628,Low,530445.44,Very High,High-Value Loyalists,749.5527186936318
C104239,East,Organic Search,0.6628028,High,26295.44,Medium,Mid-Value Occasional Shoppers,17428.691259232
C104240,East,Social Media,0.7895109,High,14386.3,Medium,Low-Engagement / Dormant,11358.14066067
C104241,South,Social Media,0.86868036,High,5042.13,Low,Mid-Value Occasional Shoppers,4379.9993035668
C104242,South,Referral,0.6759367,High,18853.2,Medium,Mid-Value Occasional Shoppers,12743.56979244
C104243,North,Paid Ads,0.25019756,Low,78249.69,High,Mid-Value Occasional Shoppers,19577.8815087564
C104244,Central,Email Marketing,0.03379577,Low,366613.58,Very High,Mid-Value Occasional Shoppers,12389.988228556602
C104245,East,Organic Search,0.23726504,Low,76035.08,High,Mid-Value Occasional Shoppers,18040.4662976032
C104246,Central,Social Media,0.4537365,Medium,45529.86,Medium,Mid-Value Occasional Shoppers,20658.55932189
C104247,South,Paid Ads,0.6899106,High,47314.3,High,High-Value Loyalists,32642.637101580003
C104248,South,Paid Ads,0.1447147,Low,131199.72,High,Mid-Value Occasional Shoppers,18986.528119884
C104249,South,Direct,0.29924428,Low,81035.56,High,Mid-Value Occasional Shoppers,24249.4278065968
C104250,North,Email Marketing,0.4139892,Medium,56109.91,High,Low-Engagement / Dormant,23228.896752972003
C104252,Central,Organic Search,0.94430566,High,816.25,Low,Low-Engagement / Dormant,770.789494975
C104253,Central,Email Marketing,0.00063848426,Low,766502.09,Very High,High-Value Loyalists,489.3995197221034
C104254,East,Organic Search,0.5241775,Medium,13224.46,Medium,Mid-Value Occasional Shoppers,6931.964381649999
C104255,South,Direct,0.97028404,High,2583.94,Low,Low-Engagement / Dormant,2507.1557423176
C104257,East,Paid Ads,0.4722567,Medium,33237.18,Medium,Low-Engagement / Dormant,15696.480944106
C104258,West,Organic Search,0.081591815,Low,147553.54,High,Low-Engagement / Dormant,12039.1611382751
C104259,East,Social Media,0.41510674,Medium,79066.0,High,Mid-Value Occasional Shoppers,32820.82950484
C104260,North,Organic Search,0.9000772,High,1834.13,Low,Low-Engagement / Dormant,1650.858594836
C104261,North,Paid Ads,0.0966907,Low,166960.85,High,Mid-Value Occasional Shoppers,16143.561459095
C104263,West,Organic Search,0.71013045,High,24517.78,Medium,Mid-Value Occasional Shoppers,17410.822144400998
C104264,Central,Social Media,0.0018020133,Low,591027.29,Very High,Mid-Value Occasional Shoppers,1065.039037242957
C104265,South,Organic Search,0.25010982,Low,80914.45,High,Mid-Value Occasional Shoppers,20237.498524899
C104266,East,Social Media,0.6239234,High,35642.0,Medium,Mid-Value Occasional Shoppers,22237.8778228
C104267,South,Paid Ads,0.6177555,High,45106.06,Medium,Mid-Value Occasional Shoppers,27864.51664833
C104268,Central,Referral,0.22135824,Low,69467.01,High,Mid-Value Occasional Shoppers,15377.0950716624
C104269,South,Referral,0.5150878,Medium,28577.91,Medium,Mid-Value Occasional Shoppers,14720.132790498
C104270,West,Email Marketing,0.07761265,Low,142926.34,High,High-Value Loyalists,11092.892002201
C104271,North,Email Marketing,0.9283377,High,1038.52,Low,Low-Engagement / Dormant,964.097268204
C104272,North,Organic Search,0.32031405,Medium,44163.56,Medium,Mid-Value Occasional Shoppers,14146.208766018
C104273,North,Organic Search,0.76049364,High,14198.28,Medium,Mid-Value Occasional Shoppers,10797.7016389392
C104274,East,Organic Search,0.73635036,High,32958.36,Medium,Mid-Value Occasional Shoppers,24268.9002510096
C104275,West,Referral,0.17124425,Low,97117.67,High,Low-Engagement / Dormant,16630.842560897498
C104276,Central,Organic Search,0.067329034,Low,195569.64,High,Mid-Value Occasional Shoppers,13167.51494092776
C104277,East,Email Marketing,0.50506073,Medium,16912.12,Medium,Mid-Value Occasional Shoppers,8541.647673047599
C104278,East,Direct,0.6254396,High,26630.58,Medium,Mid-Value Occasional Shoppers,16655.819302968
C104279,West,Organic Search,0.010493368,Low,284541.16,Very High,High-Value Loyalists,2985.79510302688
C104280,North,Paid Ads,0.0025766701,Low,426636.79,Very High,Mid-Value Occasional Shoppers,1099.302260352979
C104281,West,Social Media,0.0009228222,Low,853808.36,Very High,High-Value Loyalists,787.913309153592
C104282,West,Paid Ads,0.6677826,High,19695.3,Medium,Mid-Value Occasional Shoppers,13152.17864178
C104283,East,Paid Ads,0.12919182,Low,176089.34,High,Mid-Value Occasional Shoppers,22749.3023171988
C104284,North,Organic Search,0.0014057986,Low,433021.46,Very High,Mid-Value Occasional Shoppers,608.7409622379561
C104285,North,Email Marketing,0.26578844,Low,103141.79,High,Mid-Value Occasional Shoppers,27413.8954629076
C104286,South,Referral,0.097467616,Low,168643.41,High,Mid-Value Occasional Shoppers,16437.271126810563
C104287,Central,Organic Search,0.71776104,High,10480.24,Medium,Mid-Value Occasional Shoppers,7522.307961849599
C104288,East,Organic Search,0.105974644,Low,138279.26,High,Mid-Value Occasional Shoppers,14654.095351083442
C104289,East,Referral,0.0015944488,Low,707438.38,Very High,Mid-Value Occasional Shoppers,1127.974276064944
C104290,East,Organic Search,0.6782823,High,18428.01,Medium,Low-Engagement / Dormant,12499.393007223
C104291,West,Email Marketing,0.87566674,High,6377.93,Low,Mid-Value Occasional Shoppers,5584.9411710482
C104292,South,Social Media,0.87464213,High,6959.97,Low,Low-Engagement / Dormant,6087.4829855361
C104293,North,Direct,0.30429736,Medium,72160.28,High,Mid-Value Occasional Shoppers,21958.1827008608
C104294,West,Referral,0.012537457,Low,342709.0,Very High,Mid-Value Occasional Shoppers,4296.699351013
C104295,South,Email Marketing,0.96765345,High,913.5,Low,Low-Engagement / Dormant,883.951426575
C104296,South,Referral,0.7273095,High,12215.0,Medium,Low-Engagement / Dormant,8884.0855425
C104297,South,Social Media,0.9342463,High,2111.44,Low,Low-Engagement / Dormant,1972.605007672
C104298,South,Organic Search,0.056855895,Low,127658.49,High,Mid-Value Occasional Shoppers,7258.13770329855
C104299,Central,Referral,0.011185913,Low,422398.51,Very High,High-Value Loyalists,4724.91298418963
C104300,West,Social Media,0.6176748,High,32169.9,Medium,Mid-Value Occasional Shoppers,19870.53654852
C104301,Central,Paid Ads,0.1594169,Low,154866.4,High,Mid-Value Occasional Shoppers,24688.32140216
C104302,Central,Social Media,0.96669954,High,328.21,Low,Low-Engagement / Dormant,317.2804560234
C104303,South,Organic Search,0.027799258,Low,322385.2,Very High,High-Value Loyalists,8962.0693501816
C104304,South,Paid Ads,0.6423684,High,38795.4,Medium,High-Value Loyalists,24920.93902536
C104305,West,Organic Search,0.78276926,High,18071.4,Medium,Mid-Value Occasional Shoppers,14145.736405164002
C104306,North,Paid Ads,0.07653951,Low,196073.9,High,Mid-Value Occasional Shoppers,15007.400229789
C104307,Central,Paid Ads,0.32124516,Medium,54623.23,High,Mid-Value Occasional Shoppers,17547.4482610668
C104309,East,Social Media,0.9006064,High,3482.39,Low,Low-Engagement / Dormant,3136.262721296
C104310,West,Email Marketing,0.0009138023,Low,761420.59,Very High,High-Value Loyalists,695.7878864093569
C104311,Central,Direct,0.0010736642,Low,769343.02,Very High,High-Value Loyalists,826.0160580938841
C104312,East,Organic Search,0.9425953,High,627.37,Low,Low-Engagement / Dormant,591.356013361
C104313,East,Social Media,0.79408026,High,2015.57,Low,Low-Engagement / Dormant,1600.5243496482
C104314,South,Paid Ads,0.49029753,Medium,65263.79,High,Mid-Value Occasional Shoppers,31998.6750354387
C104315,East,Email Marketing,0.76363766,High,15666.45,Medium,Mid-Value Occasional Shoppers,11963.491218507
C104316,West,Paid Ads,0.90411705,High,4163.95,Low,Low-Engagement / Dormant,3764.6981903475
C104317,East,Organic Search,0.0009043222,Low,454583.42,Very High,Mid-Value Occasional Shoppers,411.089878457924
C104318,West,Organic Search,0.0037000757,Low,804409.5,Very High,High-Value Loyalists,2976.37604379915
C104319,North,Social Media,0.059547246,Low,76052.74,High,Low-Engagement / Dormant,4528.73121775404
C104320,South,Organic Search,0.597289,Medium,10488.38,Medium,Mid-Value Occasional Shoppers,6264.594001819999
C104321,Central,Paid Ads,0.9079722,High,5866.38,Low,Mid-Value Occasional Shoppers,5326.509954636
C104323,East,Organic Search,0.13055944,Low,210765.3,High,Mid-Value Occasional Shoppers,27517.399539432
C104324,East,Referral,0.74696165,High,18951.84,Medium,Mid-Value Occasional Shoppers,14156.297676936
C104325,Central,Social Media,0.08662624,Low,118434.8,High,Low-Engagement / Dormant,10259.561409152
C104326,North,Paid Ads,0.4773683,Medium,51148.95,High,Low-Engagement / Dormant,24416.887308285
C104327,South,Organic Search,0.12656726,Low,148689.1,High,Mid-Value Occasional Shoppers,18819.171978866
C104328,Central,Organic Search,0.70898134,High,21640.36,Medium,Mid-Value Occasional Shoppers,15342.6114308824
C104329,West,Direct,0.0007019566,Low,889824.51,Very High,Mid-Value Occasional Shoppers,624.618187636266
C104330,East,Social Media,0.34286696,Medium,19885.85,Medium,Low-Engagement / Dormant,6818.200936515999
C104331,South,Paid Ads,0.25058696,Low,130572.89,High,Mid-Value Occasional Shoppers,32719.8635635144
C104332,South,Email Marketing,0.4391977,Medium,35574.12,Medium,Mid-Value Occasional Shoppers,15624.071683524002
C104333,Central,Organic Search,0.06730309,Low,158914.28,High,Mid-Value Occasional Shoppers,10695.4220891252
C104334,West,Organic Search,0.93354154,High,2234.68,Low,Low-Engagement / Dormant,2086.1666086072
C104335,Central,Organic Search,0.83739537,High,20373.7,Medium,Mid-Value Occasional Shoppers,17060.842049769
C104336,Central,Referral,0.5505945,Medium,30679.88,Medium,Mid-Value Occasional Shoppers,16892.17318866
C104337,East,Paid Ads,0.8649359,High,17230.09,Medium,Mid-Value Occasional Shoppers,14902.923401231
C104338,East,Social Media,0.7735765,High,15327.11,Medium,Mid-Value Occasional Shoppers,11856.692108915
C104340,West,Referral,0.2347717,Low,95473.95,High,Mid-Value Occasional Shoppers,22414.581547215
C104341,East,Email Marketing,0.0011559183,Low,578355.37,Very High,High-Value Loyalists,668.531556086271
C104342,North,Paid Ads,0.9716466,High,287.81,Low,Low-Engagement / Dormant,279.649607946
C104343,Central,Organic Search,0.004182119,Low,307999.21,Very High,Mid-Value Occasional Shoppers,1288.08934812599
C104344,West,Social Media,0.89878476,High,7506.02,Low,Mid-Value Occasional Shoppers,6746.2963842552
C104345,Central,Organic Search,0.00054161734,Low,484670.96,Very High,High-Value Loyalists,262.5061961304464
C104346,South,Organic Search,0.042139318,Low,175777.53,High,Mid-Value Occasional Shoppers,7407.145233924541
C104347,East,Social Media,0.8767277,High,9996.13,Medium,Mid-Value Occasional Shoppers,8763.884063800999
C104348,West,Social Media,0.2756693,Low,114910.61,High,Mid-Value Occasional Shoppers,31677.327421273
C104349,West,Referral,0.012090938,Low,462900.58,Very High,Mid-Value Occasional Shoppers,5596.902212944041
C104350,North,Paid Ads,0.72464067,High,14956.83,Medium,Mid-Value Occasional Shoppers,10838.3273122761
C104351,South,Organic Search,0.77485186,High,10813.55,Medium,Mid-Value Occasional Shoppers,8378.899330703
C104352,West,Social Media,0.6990883,High,15700.43,Medium,Mid-Value Occasional Shoppers,10975.986917969
C104353,Central,Referral,0.117051855,Low,150737.27,High,Mid-Value Occasional Shoppers,17644.07707113585
C104354,North,Paid Ads,0.85819113,High,5538.72,Low,Mid-Value Occasional Shoppers,4753.280375553601
C104355,South,Paid Ads,0.9029974,High,2512.85,Low,Low-Engagement / Dormant,2269.09701659
C104356,East,Organic Search,0.1305844,Low,107906.68,High,Mid-Value Occasional Shoppers,14090.929063791998
C104357,North,Paid Ads,0.0016237777,Low,598328.61,Very High,High-Value Loyalists,971.552654189997
C104358,North,Direct,0.7871774,High,14544.09,Medium,Mid-Value Occasional Shoppers,11448.778951566
C104359,East,Organic Search,0.0011483266,Low,356356.82,Very High,Mid-Value Occasional Shoppers,409.2140154974121
C104360,East,Social Media,0.012265733,Low,202872.94,High,Mid-Value Occasional Shoppers,2488.38531496502
C104361,South,Organic Search,0.8246871,High,6875.75,Low,Mid-Value Occasional Shoppers,5670.342327825
C104362,South,Paid Ads,0.94366497,High,945.92,Low,Low-Engagement / Dormant,892.6315684224
C104364,East,Social Media,0.17561989,Low,107202.71,High,Mid-Value Occasional Shoppers,18826.9281379019
C104365,West,Organic Search,0.00091330137,Low,510008.96,Very High,High-Value Loyalists,465.7918818802752
C104366,South,Paid Ads,0.22176278,Low,74201.14,High,Mid-Value Occasional Shoppers,16455.0510855692
C104367,West,Organic Search,0.34559888,Medium,49771.04,High,Mid-Value Occasional Shoppers,17200.8156804352
C104368,West,Paid Ads,0.27446735,Low,120586.45,High,Mid-Value Occasional Shoppers,33097.0433774075
C104369,South,Referral,0.6782969,High,11310.18,Medium,Mid-Value Occasional Shoppers,7671.660032442
C104370,East,Organic Search,0.31959388,Medium,17589.41,Medium,Mid-Value Occasional Shoppers,5621.4677888108
C104371,West,Paid Ads,0.94505376,High,4269.46,Low,Low-Engagement / Dormant,4034.8692261696
C104372,South,Social Media,0.6456459,High,39844.94,Medium,Mid-Value Occasional Shoppers,25725.722146746
C104373,West,Email Marketing,0.6083379,High,17643.44,Medium,Mid-Value Occasional Shoppers,10733.173238376
C104374,South,Organic Search,0.03576584,Low,163166.94,High,High-Value Loyalists,5835.8026693296
C104375,East,Social Media,0.3264299,Medium,45992.84,High,Mid-Value Occasional Shoppers,15013.438161916
C104376,Central,Organic Search,0.71497166,High,18855.36,Medium,Mid-Value Occasional Shoppers,13481.0480390976
C104377,North,Organic Search,0.10575662,Low,102893.24,High,Low-Engagement / Dormant,10881.6412832488
C104378,North,Organic Search,0.88663405,High,4819.13,Low,Mid-Value Occasional Shoppers,4272.8047493765
C104379,North,Referral,0.92713773,High,3016.46,Low,Low-Engagement / Dormant,2796.6738770358
C104380,Central,Organic Search,0.0019459169,Low,572433.98,Very High,Mid-Value Occasional Shoppers,1113.908955816262
C104381,North,Direct,0.13461521,Low,166943.3,High,Mid-Value Occasional Shoppers,22473.107387593
C104383,West,Email Marketing,0.5009394,Medium,56367.56,High,Mid-Value Occasional Shoppers,28236.731685864
C104384,West,Organic Search,0.8197227,High,13955.89,Medium,Mid-Value Occasional Shoppers,11439.959831703
C104385,East,Paid Ads,0.97440195,High,373.07,Low,Low-Engagement / Dormant,363.5201354865
C104386,Central,Referral,0.0007430317,Low,759464.43,Very High,High-Value Loyalists,564.306146512431
C104387,North,Paid Ads,0.12112962,Low,100521.02,High,Mid-Value Occasional Shoppers,12176.0729546124
C104388,East,Social Media,0.28524032,Low,39563.76,Medium,Mid-Value Occasional Shoppers,11285.1795628032
C104389,East,Email Marketing,0.8368368,High,28474.55,Medium,Mid-Value Occasional Shoppers,23828.55130344
C104390,South,Social Media,0.05371045,Low,139965.83,High,Low-Engagement / Dormant,7517.627713923499
C104391,Central,Email Marketing,0.3775336,Medium,40486.63,Medium,Mid-Value Occasional Shoppers,15285.063175768
C104392,East,Organic Search,0.92201364,High,2749.9,Low,Mid-Value Occasional Shoppers,2535.445308636
C104393,South,Social Media,0.4687409,Medium,20636.12,Medium,Low-Engagement / Dormant,9672.993461308
C104394,North,Social Media,0.40221727,Medium,62247.7,High,Mid-Value Occasional Shoppers,25037.099957779
C104395,North,Social Media,0.72911066,High,19425.78,Medium,Mid-Value Occasional Shoppers,14163.5432768148
C104396,Central,Social Media,0.72365654,High,8465.15,Low,Mid-Value Occasional Shoppers,6125.861159581
C104397,South,Referral,0.94534224,High,2861.65,Low,Mid-Value Occasional Shoppers,2705.238621096
C104398,Central,Email Marketing,0.767013,High,25908.72,Medium,Mid-Value Occasional Shoppers,19872.32505336
C104399,North,Organic Search,0.029373644,Low,124860.23,High,Mid-Value Occasional Shoppers,3667.59994577812
C104400,Central,Organic Search,0.0016258144,Low,649674.18,Very High,High-Value Loyalists,1056.2496371521922
C104401,West,Organic Search,0.9263914,High,573.35,Low,Low-Engagement / Dormant,531.14650919
C104402,North,Organic Search,0.27469414,Low,40666.95,Medium,Mid-Value Occasional Shoppers,11170.972856673
C104403,North,Social Media,0.005952508,Low,468612.37,Very High,High-Value Loyalists,2789.41888132396
C104404,West,Paid Ads,0.1964572,Low,56049.6,High,Mid-Value Occasional Shoppers,11011.34747712
C104405,North,Paid Ads,0.26805958,Low,122055.05,High,Mid-Value Occasional Shoppers,32718.025439879
C104406,South,Email Marketing,0.0032019506,Low,364881.16,Very High,Mid-Value Occasional Shoppers,1168.331449190696
C104407,West,Email Marketing,0.12922448,Low,97374.38,High,Mid-Value Occasional Shoppers,12583.1536208224
